	HC25_Jrk_FB_2_ZT10	HC25_Jrk_FB_2_ZT14	HC25_Jrk_FB_2_ZT18	HC25_Jrk_FB_2_ZT2	HC25_Jrk_FB_2_ZT22	HC25_Jrk_FB_2_ZT6	HC25_Jrk_FB_ZT10	HC25_Jrk_FB_ZT14	HC25_Jrk_FB_ZT18	HC25_Jrk_FB_ZT2	HC25_Jrk_FB_ZT22	HC25_Jrk_FB_ZT6
FBgn0029105	12	5	8	12	6	7	7	4	10	16	7	6
FBgn0029113	582	492	1023	1795	518	543	1654	917	1091	1651	1089	979
FBgn0029114	55	32	114	104	13	48	167	106	59	76	44	66
FBgn0029117	133	132	172	377	175	153	240	186	207	358	211	209
FBgn0029118	213.9997	197.0004	335	575.0005	179.9997	226.0001	466	307.9997	334.0001	696	460.9997	380
FBgn0029121	96	71	129	260	80	143	198	117	112	224	109	135
FBgn0029123	6	0	3	5	1	1	3	10	2.00432	3	0	5
FBgn0029131	404	368	574	1086	486	427	758	675	664	1041	700	717
FBgn0029133	840.9996	790.9998	1727.002	2576.003	766.0001	890	2536.998	1461.996	1624.002	2899.004	2116.004	1384.0028
FBgn0029134	2147.0043	2201.001	2723.002	6517.002	2704.0044	2688.9979	3859	3186.001	3117.004	6498.004	3437.998	4026.9983
FBgn0029137	3.99999	5.00001	9	9.99999	3.99999	0	15	5.00001	11.00001	9	6.99999	11.00001
FBgn0029147	871	774.0000264	675	1515	597	787	512	661	793	1346	632	820
FBgn0029148	296.0001	293.9996	542.9999	811.0005	246.9996	270.9996	949	453.9996	570.0005	1040	737	647
FBgn0029152	310.999642	183	428.9996	799.999	116.0001	338.99972	635.0000001	573.00062	591.99946	586	344.0002174	411
FBgn0029153	0	0.5	0	1.999996	1.0000001	2	0	0.5	0.5	0.5	0	1.0000004
FBgn0029154	0	0.5	0	0	0	0	0	0.5	0.5	0.5	0	0
FBgn0029155	367.9997	196.9996	544.00012	810.9998	183.99958	267.0005	711	612	517.9997	610	391	434
FBgn0029157	482.0000002	360.0000079	913.9998	1155.000151	412.9999046	396	1238	875.0002868	932.99994	1038	668.99973	727.00003
FBgn0029158	274	308	345	871	369	379	459	446	420	803	446	540
FBgn0029161	872.5648677	910.4013634	1333.080219	2521.825729	1247.28657	1000.04319	1664.0522	1591.5378	1604.85179	2634.222072	1597.85354	1825.63672
FBgn0029167	3494.003	2515.002	2865.001	5550.004	1856.998	3029.003	1946.001	3186.002	2901.002	4617	1527.995	3726.9962
FBgn0029170	3	12	7	4	1	4	6	3	4	5	3	3
FBgn0029172	33611	33929	32480	98688	33424	50359	40376	47650	42065	92053	43009	56238
FBgn0029174	2210.997	2126.003	2778.002	5751.002	1952.001	2523	4225	3282.998	3029.002	6185.001	3550.004	3688.996
FBgn0029175	151	161	181	453	131	210	249	225	251	413	193	284
FBgn0029176	14855.99	16795.039	23754.95	43364.999	21562.987	18299.013	27058.033	28155.96	27307.009	39637	24144.99	27785.04
FBgn0029501	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029502	228	240	277	544	263	229	408	357	336	579	371	367
FBgn0029503	240	212	290	577	226	229	425	342	357	644	386	431
FBgn0029504	159.5394141	102.722342	216.7219987	376.6991	59.66915653	192.9768062	261.8535855	734.7369	200.4852429	292.1748207	136.5550002	359.04107
FBgn0029506	1495	1236	1729	3482.001	773.9995	1723	2122	2108	1735	2929	1410	1790.003
FBgn0029507	461.9998	392.0002	413.9998	1121	410	564.9995	439	613.9997	504	1048	451.9995	712.9995
FBgn0029508	779.3246801	669.6182	770.221	1768.535	636.87277	719.63106	898.2445562	1017.37313	799.45611	1581.77627	836.78261	943.0962012
FBgn0029512	308	308	549	1006	349	325	895	460	534	952	648	530
FBgn0029514	83	88	127.99979	242	96	92	165.00049	134.00009	149.9999	248.0001	154.0002	159.9999
FBgn0029518	2.999998511	0	1	2.000002296	1.999997667	3	1	2.000001795	2	2	2	2
FBgn0029521	1	0	0	11	1	0	2	1	0	7	1	8
FBgn0029522	75.9677	65.4196	158.16555	215.15536	65.6793	53.2636	244.682	90.0389	171.361	197.5164	156.13762	127.27255
FBgn0029524	27.75131	11.90544	25.85873	54.75	19.78602	25.29527	32.9173	25.48186	34.1034781	29.15856	20.57415	46.4771
FBgn0029525	329	250	601	1013	247	321	988	560	569	928	649	601
FBgn0029529	57	69	70	155	82	51	109	92	106	180	116	118
FBgn0029531	0	1	2.60352	4.0183	1.04796	0	2.68209	4.09366	3.10886	4.08084	1	4.0428
FBgn0029532	0	0	1	0	0	2	1	1	2	6	2	1
FBgn0029535	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029539	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029552	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029568	1083	106	882	265	0	30	481	10	157	96	8	193
FBgn0029573	4	1	6	9	4	4	8	4	2	4	1	4
FBgn0029580	25.1677	21.2713	25.0954	61.5054	17.4525	27.6021	37.5988	41.1895	31.753	62.9988	36.9646	51.8927
FBgn0029587	0	1	0	0	0	0	0	2.338387	0	1.33512	1.5505	1.26714
FBgn0029589	1.00000039	0	0	0	0	0	2.00000355	0	0	1.000000493	0	2.00000385
FBgn0029590	1	0	0	0	0	0	1	0	0	0	0	2
FBgn0029594	239.0004	255.9999	288	660.0003	298.0002	275.9999	467.0001	331.9997	346.9996	640	361.0001	429.0001
FBgn0029596	3	2	5	11	4	6	19	13	6	5	3	9
FBgn0029603	30	23	44	72	23.00005	34	71	39.00001	37	62	39.00004	48
FBgn0029606	1	1	0	1	1	0	0	1	0	1	0	2
FBgn0029608	327	284	353	927	344.0004	456	430	513	414	946	404	641
FBgn0029629	2448	2559	3506	7899	3744	3260	4971	4012	4365	8854	5575	5205
FBgn0029639	4	0	11	1	1	0	1	0	1	1	1	0
FBgn0029642	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029643	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029644	1	0	0	0	0	0	0	0	1	0	0	0
FBgn0029645	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029646	2	0	0	0	0	0	0	0	0	4	4	0
FBgn0029647	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0029648	320.0003	274	349.9996	756	375	299	344	329	345	743	488	369
FBgn0029649	0	0	0	0	0	0	0	0	0	1	1	0
FBgn0029656	0	0	0	0	0	0	1	0	0	0	0	1
FBgn0029657	1	10.42168	5.36232	2	1	1	0	2	0	3.43698	1	1
FBgn0029658	0	1	2	0	0	0	0	0	1	0	0	0
FBgn0029659	0	0	0	1	0	0	0	1	0	0	0	0
FBgn0029660	0	0	0	0	0	0	0	0	1	0	0	2
FBgn0029661	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029662	8.01181	1	16.03076	10.55507	2.63409	2.00355	25.048	20.01645	16.0146	11.0227	11.0243	4.02316
FBgn0029663	1.000000032	1.000000074	1.000000026	2.000000044	1.000000042	2.000000135	4	4.000000157	4	4	1.000000037	1.00000002
FBgn0029664	165	147	225.9998325	463.0000001	183	189.0002	348.9996285	255	252	524.0000001	315	303
FBgn0029665	113	118	189	359	145	131	320	170	201	431	262	193
FBgn0029666	123	41.000028	179.0000223	278.0004	42	67.0000097	409.0007507	238.9995464	229.9996273	226.9995	175.9996	179.9998529
FBgn0029667	1	0	0	3	0	0	1	1	0	0	0	0
FBgn0029669	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0029672	192.000321	175	354.7563	649.781	168.9998	204.7882	552	307.8061	387.9996	614.727	424.7304	369.0004
FBgn0029676	684.321	572.6132	822.4558	1411.785571	394.03433	727.37649	1183.403116	1058.4252	956.3553127	1201.75266	623.205	974.679
FBgn0029679	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029681	0	0	1	0	0	1	1	0	0	0	0	0
FBgn0029685	305.9998	259.9998	425.9992	785	182	305.9998	720.0002	388.9998	511.0002	678.0003	411.9998	444.9992
FBgn0029686	99.1655	101.3575	184.1439	352.2274	88.6143	123.0505	246.981	220.2809	218.3972	310.082	192.8758	206.7773
FBgn0029687	795.0002	442.999785	1065.0007	1664	292.000449	736.0000004	1361.00018	1954	1050.99978	1250.311	628.371	1304.99965
FBgn0029688	1655.997	1321	1878.998	3403.998	1230.003	1681.998	2715	3115	1831.998	2873.996	1349	3075.999
FBgn0029689	423	364	467	1154	437	566	665	657	569	1138	482	747
FBgn0029690	0	0	4	0	0	0	5	0	4	1	1	2
FBgn0029693	190.9999	194	259.9999	531.9997	202	214.9999	333.9998	341.9997	311.9998	470.9996	245.9998	342.9999
FBgn0029694	0	0	0	0	0	0	1	0	0	1	1	0
FBgn0029696	9	42	1	0	0	1	12	1	23	24	0	19
FBgn0029697	1121	78	555	2	2	22	71	34	1376	449	142	1590
FBgn0029700	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029701	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029702	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029703	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029705	0	0	0	0	0	0	0	0	0	1	1	0
FBgn0029706	623	612	783	1625	559	860	953	1033	893	1322	588	1136
FBgn0029707	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029708	5	4	11	22.00003	2	5	6	14	7	8	5	10
FBgn0029709	1008	973	1125	1872.999	950.9998	834	1475.005	1385.998	1351.995	1856	1113	1478.002
FBgn0029710	15	6	11	13	4	10	24	7	19	29	15	14
FBgn0029711	118	104	147.9998	317	71	126	263.9997	243	221.0004	244.0003	125	228
FBgn0029712	9	10	14	23	8	5	17	16	9	37	21	16
FBgn0029713	60	32	80	136	40	20	110	56	98	96	60	52
FBgn0029714	119	107	193	389	135	128	327	188	214	453	277	288
FBgn0029715	606.9997	555.9998	875	1468	725.0003	584.9996	1151.9951	1001.9999	1005	1373.005	838	1132
FBgn0029716	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029717	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029718	267	268	379	765	323	319	576	380	434	981	600	493
FBgn0029719	8	4	10	22	13	7	12	13	8	12	5	15
FBgn0029720	1	2	3.000005	10	3	2	3	2	4.000007	4	4	0
FBgn0029722	1	0	1	3	1	1	5	1	2	6	4	1
FBgn0029723	119.0000007	84	111.0000303	230.9996606	61.00002	135.99998	131.0000104	175.99999	114.0000813	215.9999342	84.99999723	140
FBgn0029724	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029725	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029726	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029727	0	0	2	0	0	0	0	0	0	0	0	0
FBgn0029728	1.999997462	1.000000481	3	7	0	1.999999119	2.000003732	7.000000525	0	1.000000224	0	1.000000359
FBgn0029729	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029730	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029733	137	36	310	447	64	21	673	104	334	330	295	122
FBgn0029736	309	261	424	747	328	318	565	530	498	689	395	604
FBgn0029737	496	587	765	1649.998	739	649	988	967	926	1357	754	1009
FBgn0029740	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029745	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029746	2.07834	0	0	0	0	0	2.04141	0	0	0	0	0
FBgn0029747	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029750	7	9	15	37	5	4	23	10	9	18	15	12
FBgn0029751	0	2	1	3	2	0	2	1	0	5	0	1
FBgn0029752	0	0	0.99999957	1.9999952	0	1.00000011	0	1.00000028	0	4.0000027	3.0000005	0
FBgn0029753	3.000004	5	20	6.999996	2.000005	1	18	9	9	6.999995	6.999999	10
FBgn0029754	0	1	0	4	1	1	5	1	2	4	3	1
FBgn0029755	170	134	321	416	159	111	497	278	337	463	353	292
FBgn0029756	110.0003778	114	210.9999	345.0002187	124.9997	128	263.0000208	209	209.9996	240.0001	147	174.9995097
FBgn0029761	7.00013	2	4	17.0003	4	3.999994	5	24.99997682	6	10	5	0
FBgn0029762	348	339	344	912	297	424	314	561	331	682	242	423
FBgn0029763	615.9995187	631.9995157	816.0000001	1593.998912	585.0002829	853.0000601	1167.9992	1177.001	1055.999641	1280.001807	709.0002581	1138.999711
FBgn0029765	928	943	1262	3881	1680	2192	1701	1935	1953	4710	2341	2413
FBgn0029766	2745.998	2209.0001	1391.0001	3341	1597.9992	2034.0038	1402.0002	2243.002	1591.0001	2179.999	807	1840.999
FBgn0029768	134.159	10.2549	64.1838	27.1306	1.18483	22.7257	18.9681	31.0276	16.9308	79.391	10.0156	33.5917
FBgn0029769	2337.843	2513.745	2765.812	7865.87	3215.819	4295.279	3926.029	4018.97	3416.069	9447.61	4625.98	5391.404
FBgn0029770	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0029771	221.9541	184.9997	180.0004	464.98	175.9896	213.0001	226.9606	312.9226	240.9995	392.9494	174.0002	337.0001
FBgn0029778	77	70.00002236	105	177.0002	66.0000008	71.9999505	154	143	149.0000002	143.0001	105.999952	110
FBgn0029783	125	150.000443	142.9999	362.9999	187	169	209.0002022	204.99991	202.00008	323.0002	193.99961	236.00035
FBgn0029785	10925.003	12208.999	15062.046	30364.96	16053.026	13491.978	17626.987	19559.971	20736.035	31034.99	19424.034	21604.01
FBgn0029789	194	208	261	478	155	224	423	317	306	470	263	344
FBgn0029791	4	10	9	24	10	8	11	31	16	19.00000031	10	18
FBgn0029795	0	2.999996	0	3	1	1	1	2	1	1	1	0
FBgn0029798	249.9999	276.9999	354.9999	747	270	356.9999	480.9999	474.9999	431.9999	760	407	533.9999
FBgn0029799	132.94838	95.5416	148.2645	159.7959	94.95856	84.6377	99.2258	109.5703	77.5906	99.1025	54.6357	155.5524
FBgn0029800	109.0515	72.45837	138.7347	297.2039	81.0414	85.3623	266.7746	143.4301	196.4093	339.8979	217.3645	204.4473
FBgn0029801	564.0004	420.99983	878.0001	1761.0013	480.99954	857.9996	1151.00008	1141.9996	1037.0001	1521.9967	673.0004	1038
FBgn0029804	102	58	80	122	49	76	63	107	105	135	78	94
FBgn0029807	0	0	0	0	0	0	0	2	1	0	0	0
FBgn0029809	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0029810	3	0	1	19	2	4	0	0	1	23	23	0
FBgn0029811	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029812	0	0	0	1	1	0	0	0	0	0	0	0
FBgn0029813	32	27	46	55	21	33	70	53	51	72	47	62
FBgn0029814	1	3	0	17	5	8	4.000004	9.009	5	7.01047	3.0084	3
FBgn0029816	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029817	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029818	537	504	714	1254	573	528	962	693	822	1205	749	854
FBgn0029819	425.0001	414.9997	530.0001	1186	537.0004	524.0001	719.9998	669.0001	711.0001	1085	626	740
FBgn0029820	660.000003	767	871.000014	2455.000053	792	1319	1155.0001	1352.001	1111.00408	2151	967.00015	1192.001
FBgn0029821	9720	10902.009	9643	26943.99	11490.01	12093.01	14228	13108.02	11285	24294.99	11542.95	17938.04
FBgn0029822	101	53.2891	165.9999	245.7735	61	67	292	182.6848	172.2636	174.9909	114.5253	135
FBgn0029823	5222.996	5196.998	6375.001	9886.997	6115.995	4008.002	6432.995	7693.003	7215.001	8460.002	5347.995	6735.995
FBgn0029824	154.1584	118.5178	191.0001	373.961	133.3923	177.3512	267.2719	337.421	251.0167	286.733	134.1033	254.049
FBgn0029825	70.5695	83.1384	110.1229	204.4217	58.074	90.0672	140.4148	107.6127	135.9234	178.3426	104.7871	126.1547
FBgn0029826	16	3	3	16	8	3	8	5	3	16	7	9
FBgn0029827	22	0	0	1	0	0	0	0	3	3	3	0
FBgn0029828	3839	3672	3678	10704	3881	5541	4489	5035	5163	10677	5767	6527
FBgn0029830	37.00000278	29	47.99991378	82.00000132	26.00002069	42	43.00000498	49.0000263	42.00000421	70	38.00000335	49.00003744
FBgn0029831	1434.997	937.9998	1848.004	4750.005	1304.0019	3174	1521.996	3015.997	2174.997	3911.999	1696.001	2609.996
FBgn0029833	163	152	253.9997	409	159	167	337	246.9998	301.0004	411	272	264.9997
FBgn0029834	2.999997	5.000002	2	9.000003	0	7.999999	3.999995	13.99998	4.999999	8.000005	5.000002	3.999997
FBgn0029835	27.13591	18.14287	33	36.9866	20.14674	15.99999	54.99998	42.137	38.421097	33	22	25.99996
FBgn0029836	2	0	2	0	0	0	1	1	0	0	0	0
FBgn0029837	10	4	8	16	7	8	7	13	6	9	3	6
FBgn0029838	4265.998	4652	4640	11633.038	5030.005	5544.996	5303.996	5953.003	5568	10656.022	5863.996	6847.004
FBgn0029839	12	2	7	2	1	3	4	4	1	3	2	1
FBgn0029840	419.27859	341.2659	682.5683	1047.704	416.4	453.9391	924.128	1064.806	770.356	919.958	501.5899	839.298
FBgn0029843	97.0114101	72.00002	131.11	163.1753	56	66.06375073	82.1231	134.1663	105.1847	160.20832	77.07961	81.1752
FBgn0029848	2	0	2	15	9	11	2	13	0	8	0	9
FBgn0029849	433.0001	472.9999246	536	1312	504	657	622	710.9998	656.9999	1259	678	735
FBgn0029851	24.000034	15	18	55.00001466	19	26	20.00000906	45	27	45	25	37
FBgn0029853	180	184	224	494	218	250	241	211	236	490	274	338
FBgn0029854	895.9999	854.0001	1067.9998	2397.004	1265.0024	1013.0004	1368.0021	1288	1273.0006	2534.999	1470.0034	1625.9955
FBgn0029856	85.581	82.7537	85.9038	220.693	83.7364	120.413	102.05	115.465	129.044	213.146	86.8982	152.919
FBgn0029857	178	196	268	442	253	146	328	300	343	439	311	321
FBgn0029858	61.9167	57.2194	91.1196	134.4022	78.62395	55.6038	118.1265	88.1251	107.5162	130.6515	99.496	85.7399
FBgn0029859	5.08336	9.78066	4.88044	17.5979	8.37608	9.39623	11.8734	11.8749	14.4839	22.3484	12.504	18.26
FBgn0029860	109.00026	149.9999	188.9998	396.9995	232.9998	150.9998	265.9997	246	259.0003	418.9998	287.0005	295
FBgn0029861	93	66	187	286	93	71	299	206	203	196	132	145
FBgn0029863	71	3	61	17	12	4	41	14	9	66	20	20
FBgn0029864	0.999999613	0	1.999999387	0	0	0	1.999998822	2	0	0	0	0.999999883
FBgn0029866	505.00004	480.00017	553.9993994	1155.0004	479.0001	512.00064	711.0004002	895.0002402	592.00013	1078.9992	581.9997	803.0004007
FBgn0029867	300	286.377	433.653	830.167	270.714	356.254	627.582	572.818	572.62	770.773	510.749	472.813
FBgn0029868	1286.9998	1348.623	1769.342	3425.827	1818.2846	1403.747	1892.4138	1920.178	1946.3819	3443.233	2101.2519	2301.19
FBgn0029870	1887.000353	1840.0033	2366.996535	5619.004	1799.9991	2968.99741	3078.000042	4599.9969	3447.005	4794.999437	2001.997203	3776.996
FBgn0029873	175.427	157.025	295.694	510.78	192	179.049	419.528	286.094	349.986	485.198	325.37	276.29
FBgn0029874	75.5731	70.9752	122.306	193.727	77	77.9507	199.007	141.38	125.553	205.802	147.63	142.71
FBgn0029877	0	0	1	0	0	1	0	0	0	0	0	0
FBgn0029878	421.99965	304.0002	582.9996	1015	291.9995	465.0003001	826	736	581.001	989	573.001	631
FBgn0029879	122.99993	63.00000001	321.0004	381.0000004	46.99997274	37.00000096	645.9999	178.9995	297	321	306	134
FBgn0029880	0	0	1	1	0	0	0	0	0	0	0	0
FBgn0029881	128	50.9999969	140	234.0002	42.00000016	133.999895	174	539.0000001	150	252	98	258
FBgn0029882	406	336	528	928	341	375	816	488	625	924	621	633
FBgn0029885	202	226	306	696	241	280	469	380	428	739	418	451
FBgn0029887	138.117	89	149	232.764	50	95	222	301.125	190	206	98	202
FBgn0029888	783.8101	859.5521	1041.9727	2074.595	1190.6986	770.56165	1224.2644	1203.3714	1228.7472	2092.565	1251.4236	1403.3175
FBgn0029890	90.9269	133.086	129.491	236.043	129.842	98.3085	125.235	171.412	166.253	206.463	125.425	168.755
FBgn0029891	1275.441752	1300.616264	1774.88866	3881.101977	1731.584526	1619.588446	2244.516336	2446.315461	2067.74848	3480.566072	2014.564744	2506.96768
FBgn0029892	69	85	93	166	88	70	134	105	123	190	142	117
FBgn0029893	354.0351419	285.9011672	545.4559471	827.8358015	279.9998465	352.176554	734.1404535	828.13202	704.9413789	666.2069	325.2362202	622.524949
FBgn0029894	75.99996	46	104.00003	129.99964	47	73.99997	133.9995	156.9997	131.99971	132.9999	67.99997	83.99996
FBgn0029895	74	38	84.9999984	149	15	94.99998	112	239.0000287	83.99999	121.00042	49.99995	133.0669925
FBgn0029896	1583.00286	2448.999501	988.0000077	5647.99895	613.0004	3083.9963	957.0005	4971.0008	777.99975	3270.9963	529.99932	4895.0026
FBgn0029897	6807.0043	9042.007	13470.0445	20927.9918	13903.009	6978.0067	14406.0168	16826.9865	17604.9697	20898.0442	14934.9698	15158.0009
FBgn0029898	827.0004	801.9998001	838.99965	2002.003384	889.9998	774.0004	860.9999	1148.004411	812.9998	1774.9962	821.00021	1171.0034
FBgn0029903	259.0004594	151.0001808	369.9997759	635.000205	110.9997373	263.0003755	572.9992781	706.0002346	472.0004609	485.9998601	257.0000717	392.9998844
FBgn0029905	93	73	189	288	113	82	286	173	186	234	156	157
FBgn0029906	137	166	210	416	173	188	276	193	215	435	265	249
FBgn0029907	3	0	2	6	4	0	3	3	2	5	1	4
FBgn0029909	4	4	5	12	5	2	7	7	11	19	12	13
FBgn0029911	210	173	273.0001	535	99	293	372.0001	695.9997	376.9998	419.000375	200.0003	407.9998
FBgn0029912	172	181	249	447	242	164	349	421	354	387	226	307
FBgn0029913	92	95	116	251	95	124	174	122	115	255	138	146
FBgn0029914	120.9996	100	183.0001	329.0004	109	138.9996	301.0004	244.0003	229.0004	288.9998	160.0003	233
FBgn0029915	64.99997	35.00004	115.99998	149.00008	38.00004	51.99997	220.00007	93.99998	141.99975	186.99978	162.0005	92.99998
FBgn0029922	4.45378	0.99999998	6.688	13.4544	2.26117	5.51939	9.95853	13.6157	11.2047	8.95339	5.58037	10.262
FBgn0029924	33	15	84	98	34	7	236	25	98	109	100	47
FBgn0029925	164	162	172	441	171	239	254	270	215	388	206	316
FBgn0029928	26.99998	17.00001	24.99998	39	15	14	47	25.00001	31	49	39	21
FBgn0029929	167.9999	148.0002	269.0004	404	174.0002	166.0005	388	251.9997	302.9998	410	293	324.0001
FBgn0029930	11	2	10	8.9999969	2	2	13	10	3	7	2.99999704	5
FBgn0029931	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0029932	341.9997	351.0002	432	1020	461	537	502.9999	689	589	992	469	806
FBgn0029935	134	74	172	290	92	117	253	174	196	267	163	191
FBgn0029936	90	62	103.0000293	193.9995	76	79	149.0001	161	108	142.0000001	91	117.0002
FBgn0029937	94	50	121	162	78	63	112	127	149	137	91	121
FBgn0029939	3	5	9	10	0	0	9	11	12	2	1	8
FBgn0029940	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029941	625.0003	482.99992	904.9999	1553.0005	449.9995	607.00067	1396.9989	1168.0006	1066.0004	1237.0004	700.0009	1024.0001
FBgn0029942	386	379	438	1082.9997	454	491.0004	575.9999	569	551.9999	1288.0029	712	715.0004
FBgn0029943	164	96	178	376	97	145	200	219	190	330	178	217
FBgn0029944	139	84	214	370	60	115	296	271	214	233	127	168
FBgn0029945	3	7	8	17	5	4	8	4	7	11	4	11
FBgn0029946	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029947	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029948	0	2	17	34	20	1	2	4	13	18	17	0
FBgn0029949	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029950	0	2	1	2	0	0	0	1	1	2	1	0
FBgn0029951	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0029952	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029955	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029957	138	114	237	379	118	155	304	254	241	312	169	243
FBgn0029958	408.0001	416.0001	565	1151.9982	508.0001	515.9996	817	620.0002	699.9997	1140.002	723.0001	698
FBgn0029959	537.9995	501	593	1677.002	563	895	664	849	873	1489.996	722	868
FBgn0029961	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029962	2	1	0	1	0	2	1	0	0	1	1	0
FBgn0029963	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0029964	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029965	3	2	1	0	0	0	5	1	0	0	0	1
FBgn0029966	77	2	115	11	2	0	147.9996	3	128	7	7	3
FBgn0029968	0	0	0	0	0	0	1	0	1	0	0	0
FBgn0029969	1264	1200	1431.001	3088.001	1579	1221	1833.001	1738.001	1636.997	3092.001	1858.003	2028.005
FBgn0029970	25	9	57	92	11	4	123	11	55	36	36	15
FBgn0029971	542.3804	529.9963	658.21011	1511.3358	696.3503	650.9829	879.8085	757.4671	759.2665	1549.1674	897.2587	966.586
FBgn0029974	2.000001	1	2	0	0	3	2	6	2.000001	3	1	5
FBgn0029975	11972	12490	12997	35084	14797	16098	16714	17085	16370	34214	17826	20911
FBgn0029976	473	359	667.9998915	1305	295.0000016	460	891	775	693	1160.998803	672.9999	650.0001
FBgn0029977	0	0	0	1	1	0	2	0	1	1	1	0
FBgn0029979	282	159	450.9999	594	90	193	667	899	407	403	261.9995	380
FBgn0029980	241.9995726	227.0002183	293.9997	585	279.9998	221.0000001	458	401.0003	352	595.9995745	391.0002	487.00047
FBgn0029986	0	4	2	2	1	3	1	3	1	3	1	2
FBgn0029987	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0029989	0	0	1	0	0	0	1	0	1	0	0	0
FBgn0029990	118663	136396	132584	379678	141343	200905	150088	157609	151544	362077	173271	196769
FBgn0029992	329	259	451	843	228	379	755	681	579	683	372	719
FBgn0029993	3	3	1	1	0	2	2	0	1	2	2	4
FBgn0029994	4077	3784	4741	9758	4941	4786	4753	5292	4349	10005	4940	7602
FBgn0029995	3	4	6	10	5	5	6	5	3	13	6	6
FBgn0029996	606.0003	418.0000013	816	1432.9999	235.0000006	776	1036.999974	1502	880.9999	1202.9998	568	1063.9999
FBgn0029997	63	32	106.00001	144.00004	23.00001	49	140.00002	181.999969	123	97.99998956	56.00000265	94
FBgn0029999	127	119	254	449	157	125	497	227.0000034	256.9998	531	358.9997	297.0002
FBgn0030000	155	133	288	351	120	111	461	248	265	355	268	280
FBgn0030001	1	0	0	0	0	0	1	0	2	1	0	1
FBgn0030003	241	226	304	718	256	320	482	394	383	726	408	439
FBgn0030004	52	38	56	129	56	65	97	67	70	156	75	70
FBgn0030005	1	1	0	2	0	0	3	0	2	3	0	4
FBgn0030006	80	80.99999	94.99999	244.9995	101.99999	105.00009	109	114	105.99997	208.0003	117	135.0003
FBgn0030007	442	425	732	1163	506	459	1142	713	810	1231	852	791
FBgn0030008	41	50	88	136	53	43	102	94	80	107	69	60
FBgn0030009	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0030010	28	13.00002	66.99995999	69	20	20.99999	98	40	82	83	64	40
FBgn0030011	13	13	16	25	7	5	19	9	9	37	22	16
FBgn0030012	57	47	64	133	75	50	83	79	84	107	69	92
FBgn0030013	235.0004	145.0001	308.9997	919	324.0001	546.0003	494.0001	766	547.9997	1011	593.9999	805
FBgn0030014	0	0	0	1	1	1	1	1	2	1	0	1
FBgn0030015	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0030016	0	0	1	1	1	1	0	0	0	2	0	2
